,feeling,news,news_tokens,news_tokens_tagged
3517,neutral,"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .","['aldata', 'solution', 'oyj', 'thomas', 'hoyer', 'cfo', 'information', 'aldata', 'solution', 'oyj', 'thomas', 'hoyer', 'cfo', 'tel', 'aldata', 'brief', 'aldata', 'solution', 'one', 'global', 'leader', 'supply', 'chain', 'software', 'retail', 'wholesale', 'logistics', 'company']","[('aldata', 'JJ'), ('solution', 'NN'), ('oyj', 'IN'), ('thomas', 'NN'), ('hoyer', 'NN'), ('cfo', 'NN'), ('information', 'NN'), ('aldata', 'IN'), ('solution', 'NN'), ('oyj', 'NN'), ('thomas', 'NN'), ('hoyer', 'NN'), ('cfo', 'NN'), ('tel', 'NN'), ('aldata', 'NN'), ('brief', 'NN'), ('aldata', 'JJ'), ('solution', 'NN'), ('one', 'CD'), ('global', 'JJ'), ('leader', 'NN'), ('supply', 'NN'), ('chain', 'NN'), ('software', 'NN'), ('retail', 'JJ'), ('wholesale', 'NN'), ('logistics', 'NNS'), ('company', 'NN')]"
3518,neutral,"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .","['alexandria', 'va', 'march', 'patrik', 'flykt', 'timo', 'alakoski', 'helsinki', 'finland', 'tapio', 'suihko', 'nadarajah', 'asokan', 'espoo', 'finland', 'develop', 'method', 'mobility', 'support', 'internettype', 'protocol', 'traffic', 'communication', 'system']","[('alexandria', 'NNS'), ('va', 'VBP'), ('march', 'NN'), ('patrik', 'NN'), ('flykt', 'NN'), ('timo', 'NN'), ('alakoski', 'JJ'), ('helsinki', 'NN'), ('finland', 'NN'), ('tapio', 'NN'), ('suihko', 'NN'), ('nadarajah', 'JJ'), ('asokan', 'JJ'), ('espoo', 'NN'), ('finland', 'NN'), ('develop', 'VB'), ('method', 'JJ'), ('mobility', 'NN'), ('support', 'NN'), ('internettype', 'NN'), ('protocol', 'NN'), ('traffic', 'NN'), ('communication', 'NN'), ('system', 'NN')]"
3519,neutral,"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .","['alexandria', 'va', 'nov', 'erkki', 'aho', 'elimaki', 'finland', 'develop', 'method', 'apparatus', 'conjunction', 'shoe', 'press']","[('alexandria', 'NNS'), ('va', 'VBP'), ('nov', 'JJ'), ('erkki', 'NN'), ('aho', 'NN'), ('elimaki', 'NN'), ('finland', 'NN'), ('develop', 'VB'), ('method', 'JJ'), ('apparatus', 'NN'), ('conjunction', 'NN'), ('shoe', 'NN'), ('press', 'NN')]"
3520,neutral,"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .","['alexandria', 'va', 'nov', 'risto', 'kontturi', 'rajamaki', 'finland', 'jari', 'ylinen', 'hyvinkaa', 'finland', 'develop', 'automate', 'transportation', 'system', 'usercontrolled', 'transport', 'selection']","[('alexandria', 'NNS'), ('va', 'VBP'), ('nov', 'JJ'), ('risto', 'NN'), ('kontturi', 'NN'), ('rajamaki', 'NN'), ('finland', 'NN'), ('jari', 'NN'), ('ylinen', 'NN'), ('hyvinkaa', 'NN'), ('finland', 'NN'), ('develop', 'VB'), ('automate', 'JJ'), ('transportation', 'NN'), ('system', 'NN'), ('usercontrolled', 'JJ'), ('transport', 'NN'), ('selection', 'NN')]"
3521,neutral,All depends on financing .,"['depend', 'finance']","[('depend', 'NN'), ('finance', 'NN')]"
3522,neutral,Almost two thirds of Olvi 's net sales come from outside Finland .,"['almost', 'two', 'third', 'olvi', 'net', 'sale', 'come', 'outside', 'finland']","[('almost', 'RB'), ('two', 'CD'), ('third', 'JJ'), ('olvi', 'JJ'), ('net', 'JJ'), ('sale', 'NN'), ('come', 'VBN'), ('outside', 'IN'), ('finland', 'NN')]"
3523,neutral,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .","['also', 'cba', 'issue', 'benchmark', 'year', 'fix', 'rate', 'deal', 'euro']","[('also', 'RB'), ('cba', 'JJ'), ('issue', 'NN'), ('benchmark', 'NN'), ('year', 'NN'), ('fix', 'NN'), ('rate', 'NN'), ('deal', 'NN'), ('euro', 'NN')]"
3524,neutral,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,"['amanda', 'capital', 'investment', 'private', 'equity', 'fund', 'unquoted', 'company', 'mainly', 'europe']","[('amanda', 'JJ'), ('capital', 'NN'), ('investment', 'NN'), ('private', 'JJ'), ('equity', 'NN'), ('fund', 'NN'), ('unquoted', 'VBD'), ('company', 'NN'), ('mainly', 'RB'), ('europe', 'NN')]"
3525,neutral,"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .","['among', 'industrial', 'stock', 'metso', 'add', 'pct', 'eur', 'wartsila', 'b', 'pct', 'eur', 'rautaruukki', 'k', 'pct', 'low', 'eur']","[('among', 'IN'), ('industrial', 'JJ'), ('stock', 'NN'), ('metso', 'NN'), ('add', 'VB'), ('pct', 'JJ'), ('eur', 'NN'), ('wartsila', 'NN'), ('b', 'NN'), ('pct', 'NN'), ('eur', 'NN'), ('rautaruukki', 'NN'), ('k', 'VBD'), ('pct', 'RB'), ('low', 'JJ'), ('eur', 'NN')]"
3526,neutral,"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .","['among', 'paper', 'issue', 'stora', 'enso', 'r', 'little', 'change', 'pct', 'eur', 'upmkymmene', 'pct', 'high', 'eur', 'mreal', 'b', 'add', 'pct', 'eur']","[('among', 'IN'), ('paper', 'NN'), ('issue', 'NN'), ('stora', 'VBD'), ('enso', 'JJ'), ('r', 'NN'), ('little', 'JJ'), ('change', 'NN'), ('pct', 'NN'), ('eur', 'NN'), ('upmkymmene', 'JJ'), ('pct', 'NN'), ('high', 'JJ'), ('eur', 'NN'), ('mreal', 'NN'), ('b', 'NN'), ('add', 'VBP'), ('pct', 'NN'), ('eur', 'NN')]"
3527,neutral,An Android app will be coming soon .,"['android', 'app', 'come', 'soon']","[('android', 'JJ'), ('app', 'NN'), ('come', 'VBN'), ('soon', 'RB')]"
3528,neutral,An Apple spokeswoman said the company declined to comment .,"['apple', 'spokeswoman', 'say', 'company', 'decline', 'comment']","[('apple', 'NN'), ('spokeswoman', 'NN'), ('say', 'VBP'), ('company', 'NN'), ('decline', 'NN'), ('comment', 'NN')]"
3529,neutral,Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,"['analyst', 'survey', 'thomson', 'financial', 'expect', 'revenue', 'million', 'quarter']","[('analyst', 'NN'), ('survey', 'NN'), ('thomson', 'VBP'), ('financial', 'JJ'), ('expect', 'VBP'), ('revenue', 'NN'), ('million', 'CD'), ('quarter', 'NN')]"
3530,neutral,Around 250 of these reductions will be implemented through pension arrangements .,"['around', 'reduction', 'implement', 'pension', 'arrangement']","[('around', 'IN'), ('reduction', 'NN'), ('implement', 'JJ'), ('pension', 'NN'), ('arrangement', 'NN')]"
3531,neutral,Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,"['around', 'percent', 'world', 'roro', 'fleet', 'year', 'old', 'need', 'scrap', 'environmental', 'reason']","[('around', 'IN'), ('percent', 'JJ'), ('world', 'NN'), ('roro', 'NN'), ('fleet', 'NN'), ('year', 'NN'), ('old', 'JJ'), ('need', 'NN'), ('scrap', 'NN'), ('environmental', 'JJ'), ('reason', 'NN')]"
3532,neutral,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,"['consequence', 'merger', 'number', 'administration', 'personnel', 'factory', 'reduce', 'six']","[('consequence', 'NN'), ('merger', 'NN'), ('number', 'NN'), ('administration', 'NN'), ('personnel', 'NNS'), ('factory', 'NN'), ('reduce', 'VB'), ('six', 'CD')]"
3533,neutral,"As a result , the number of personnel in Finland will be reduced by 158 .","['result', 'number', 'personnel', 'finland', 'reduce']","[('result', 'NN'), ('number', 'NN'), ('personnel', 'NNS'), ('finland', 'VBP'), ('reduce', 'VB')]"
3534,negative,As a result some 20 persons will no longer be needed .,"['result', 'person', 'long', 'need']","[('result', 'NN'), ('person', 'NN'), ('long', 'RB'), ('need', 'NN')]"
3535,neutral,"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .","['much', 'biomass', 'use', 'source', 'locally', 'rest', 'plant', 'fuel', 'need', 'meet', 'peat']","[('much', 'JJ'), ('biomass', 'NN'), ('use', 'NN'), ('source', 'NN'), ('locally', 'RB'), ('rest', 'RBS'), ('plant', 'NN'), ('fuel', 'NN'), ('need', 'VBP'), ('meet', 'NN'), ('peat', 'NN')]"
3536,neutral,"As part of the transaction , the +_+�nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .","['part', 'transaction', '_nekoski', 'paper', 'mill', 'remain', 'mreal', 'ownership', 'continue', 'galerie', 'art', 'production', 'sappi', 'longterm', 'contract']","[('part', 'NN'), ('transaction', 'NN'), ('_nekoski', 'NNP'), ('paper', 'NN'), ('mill', 'NN'), ('remain', 'VBP'), ('mreal', 'JJ'), ('ownership', 'NN'), ('continue', 'VBP'), ('galerie', 'JJ'), ('art', 'NN'), ('production', 'NN'), ('sappi', 'NN'), ('longterm', 'NN'), ('contract', 'NN')]"
3537,positive,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .","['aspo', 'plc', 'stock', 'exchange', 'announcement', 'may', 'increase', 'share', 'capital', 'aspo', 'plc', 'total', 'eur', 'register', 'today']","[('aspo', 'NN'), ('plc', 'CC'), ('stock', 'NN'), ('exchange', 'NN'), ('announcement', 'NN'), ('may', 'MD'), ('increase', 'VB'), ('share', 'NN'), ('capital', 'NN'), ('aspo', 'NN'), ('plc', 'NN'), ('total', 'JJ'), ('eur', 'NN'), ('register', 'NN'), ('today', 'NN')]"
3538,neutral,Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,"['aspo', 'group', 'structure', 'business', 'operation', 'develop', 'persistently', 'without', 'predefined', 'schedule']","[('aspo', 'JJ'), ('group', 'NN'), ('structure', 'NN'), ('business', 'NN'), ('operation', 'NN'), ('develop', 'VB'), ('persistently', 'RB'), ('without', 'IN'), ('predefined', 'VBN'), ('schedule', 'NN')]"
3539,neutral,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .","['aspocomp', 'group', 'headquarter', 'helsinki', 'finland', 'develop', 'interconnection', 'solution', 'electronics', 'industry']","[('aspocomp', 'NN'), ('group', 'NN'), ('headquarter', 'NN'), ('helsinki', 'NN'), ('finland', 'NN'), ('develop', 'VB'), ('interconnection', 'NN'), ('solution', 'NN'), ('electronics', 'NNS'), ('industry', 'NN')]"
3540,neutral,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .","['base', 'helsinki', 'finland', 'ramirent', 'branch', 'nordic', 'central', 'eastern', 'european', 'country']","[('base', 'NN'), ('helsinki', 'NN'), ('finland', 'NN'), ('ramirent', 'NN'), ('branch', 'NN'), ('nordic', 'JJ'), ('central', 'JJ'), ('eastern', 'JJ'), ('european', 'JJ'), ('country', 'NN')]"
3541,neutral,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .","['base', 'calendar', 'year', 'combine', 'company', 'eur', 'bn', 'pro', 'forma', 'annual', 'revenue', 'expect', 'start', 'operation', 'employee']","[('base', 'NN'), ('calendar', 'NN'), ('year', 'NN'), ('combine', 'VBP'), ('company', 'NN'), ('eur', 'NN'), ('bn', 'JJ'), ('pro', 'JJ'), ('forma', 'FW'), ('annual', 'JJ'), ('revenue', 'NN'), ('expect', 'VBP'), ('start', 'NN'), ('operation', 'NN'), ('employee', 'NN')]"
3542,neutral,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .","['bavaria', 'industriekapital', 'ag', 'revenue', 'eur', 'million', 'ebitda', 'eur', 'million']","[('bavaria', 'NNS'), ('industriekapital', 'JJ'), ('ag', 'JJ'), ('revenue', 'NN'), ('eur', 'NN'), ('million', 'CD'), ('ebitda', 'FW'), ('eur', 'CD'), ('million', 'CD')]"
3543,negative,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .","['biohit', 'say', 'reduce', 'number', 'lease', 'personnel', 'lay', 'personnel']","[('biohit', 'NNS'), ('say', 'VBP'), ('reduce', 'VB'), ('number', 'NN'), ('lease', 'NN'), ('personnel', 'NNS'), ('lay', 'VBD'), ('personnel', 'NNS')]"
3544,neutral,BM4 middle layer headbox will be equipped with a dilution control system .,"['bm', 'middle', 'layer', 'headbox', 'equip', 'dilution', 'control', 'system']","[('bm', 'NN'), ('middle', 'JJ'), ('layer', 'NN'), ('headbox', 'NN'), ('equip', 'JJ'), ('dilution', 'NN'), ('control', 'NN'), ('system', 'NN')]"
3545,neutral,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,"['boomerang', 'boat', 'net', 'sale', 'eur', 'mn', 'make', 'operate', 'profit', 'eur', 'mn']","[('boomerang', 'NN'), ('boat', 'NN'), ('net', 'JJ'), ('sale', 'NN'), ('eur', 'NN'), ('mn', 'NNS'), ('make', 'VBP'), ('operate', 'JJ'), ('profit', 'NN'), ('eur', 'NN'), ('mn', 'NN')]"
3546,neutral,"By the end of 2006 , the number of joint branch offices will total 170 .","['end', 'number', 'joint', 'branch', 'office', 'total']","[('end', 'NN'), ('number', 'NN'), ('joint', 'JJ'), ('branch', 'NN'), ('office', 'NN'), ('total', 'NN')]"
3547,neutral,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,"['cameco', 'typically', 'price', 'sale', 'contract', 'use', 'ratio', 'fix', 'price', 'spot', 'price']","[('cameco', 'NN'), ('typically', 'RB'), ('price', 'NN'), ('sale', 'NN'), ('contract', 'NN'), ('use', 'IN'), ('ratio', 'JJ'), ('fix', 'JJ'), ('price', 'NN'), ('spot', 'NN'), ('price', 'NN')]"
3548,neutral,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .","['capman', 'stockholmheadquartered', 'private', 'equity', 'firm', 'hold', 'first', 'close', 'second', 'private', 'equity', 'real', 'estate', 'fund', 'continue', 'push', 'property', 'sector']","[('capman', 'NN'), ('stockholmheadquartered', 'VBD'), ('private', 'JJ'), ('equity', 'NN'), ('firm', 'NN'), ('hold', 'VBP'), ('first', 'RB'), ('close', 'JJ'), ('second', 'JJ'), ('private', 'JJ'), ('equity', 'NN'), ('real', 'JJ'), ('estate', 'NN'), ('fund', 'NN'), ('continue', 'VBP'), ('push', 'JJ'), ('property', 'NN'), ('sector', 'NN')]"
3549,neutral,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,"['cargotec', 'business', 'area', 'also', 'include', 'container', 'handle', 'solution', 'business', 'area', 'kalmar', 'marine', 'cargo', 'handle', 'offshore', 'load', 'handle', 'solution', 'business', 'area', 'macgregor']","[('cargotec', 'NN'), ('business', 'NN'), ('area', 'NN'), ('also', 'RB'), ('include', 'VBP'), ('container', 'JJR'), ('handle', 'JJ'), ('solution', 'NN'), ('business', 'NN'), ('area', 'NN'), ('kalmar', 'NN'), ('marine', 'NN'), ('cargo', 'NN'), ('handle', 'NN'), ('offshore', 'RB'), ('load', 'JJ'), ('handle', 'JJ'), ('solution', 'NN'), ('business', 'NN'), ('area', 'NN'), ('macgregor', 'NN')]"
3550,neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .","['cargotec', 'sale', 'total', 'eur', 'billion', 'employ', 'approximately', 'people']","[('cargotec', 'JJ'), ('sale', 'NN'), ('total', 'JJ'), ('eur', 'JJ'), ('billion', 'CD'), ('employ', 'RBR'), ('approximately', 'RB'), ('people', 'NNS')]"
3551,neutral,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,"['cargotec', 'also', 'move', 'hallbergivarsson', 'service', 'installation', 'business', 'roof', 'service', 'center', 'kalmar', 'macgregor', 'solution', 'gothenburg']","[('cargotec', 'NN'), ('also', 'RB'), ('move', 'VBP'), ('hallbergivarsson', 'NN'), ('service', 'NN'), ('installation', 'NN'), ('business', 'NN'), ('roof', 'NN'), ('service', 'NN'), ('center', 'NN'), ('kalmar', 'NN'), ('macgregor', 'JJ'), ('solution', 'NN'), ('gothenburg', 'NN')]"
3552,neutral,"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .","['citigroup', 'inc', 'nyse', 'c', 'deutsche', 'bank', 'nyse', 'db', 'pohjola', 'bank', 'lead', 'manager', 'sale']","[('citigroup', 'NN'), ('inc', 'NN'), ('nyse', 'JJ'), ('c', 'NN'), ('deutsche', 'NN'), ('bank', 'NN'), ('nyse', 'IN'), ('db', 'JJ'), ('pohjola', 'NN'), ('bank', 'NN'), ('lead', 'NN'), ('manager', 'NN'), ('sale', 'NN')]"
3553,neutral,Coffee will be served starting at 14:30 EET as well as after the event .,"['coffee', 'serve', 'start', 'eet', 'well', 'event']","[('coffee', 'NN'), ('serve', 'VB'), ('start', 'JJ'), ('eet', 'NN'), ('well', 'RB'), ('event', 'NN')]"
3554,neutral,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,"['combine', 'net', 'sale', 'million', 'ebitda', 'million']","[('combine', 'JJ'), ('net', 'JJ'), ('sale', 'NN'), ('million', 'CD'), ('ebitda', 'NN'), ('million', 'CD')]"
3555,neutral,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .","['combine', 'basware', 'enterprise', 'purchase', 'pay', 'portfolio', 'provide', 'high', 'level', 'automation', 'procurement', 'invoice', 'workflow']","[('combine', 'NN'), ('basware', 'NN'), ('enterprise', 'JJ'), ('purchase', 'NN'), ('pay', 'NN'), ('portfolio', 'NN'), ('provide', 'VBP'), ('high', 'JJ'), ('level', 'NN'), ('automation', 'NN'), ('procurement', 'NN'), ('invoice', 'NN'), ('workflow', 'NN')]"
3556,neutral,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?","['comment', 'deal', 'shane', 'lennon', 'svp', 'market', 'product', 'development', 'gypsii', 'say']","[('comment', 'NN'), ('deal', 'NN'), ('shane', 'NN'), ('lennon', 'NN'), ('svp', 'NN'), ('market', 'NN'), ('product', 'NN'), ('development', 'NN'), ('gypsii', 'NNS'), ('say', 'VBP')]"
3557,positive,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .","['comparable', 'net', 'sale', 'expect', 'increase', 'line', 'group', 'target']","[('comparable', 'JJ'), ('net', 'JJ'), ('sale', 'NN'), ('expect', 'VBP'), ('increase', 'NN'), ('line', 'NN'), ('group', 'NN'), ('target', 'NN')]"
